date,IN_METAL_Q,T1_O2,METAL_Q,TEMPERATURE,IN_Q,MAX_CF,PROCESSPHASE_INLET,PROCESSPHASE_OUTLET,T1_NH4,T1_PO4
2023-07-31 14:00:00+00:00,131.7467,0.42686666666666667,13.4008,16.709799999999998,2008.5012333333332,100.0,1.9333333333333333,1.1333333333333333,3.852333333333333,1.7126666666666668
2023-07-31 15:00:00+00:00,100.75226666666667,0.44926666666666665,8.090666666666667,16.746233333333333,2190.509233333333,100.0,1.3333333333333333,1.5333333333333334,4.205,1.474
2023-07-31 16:00:00+00:00,30.866600000000002,0.43656666666666666,4.492733333333334,16.7365,1362.3171666666667,100.0,1.5666666666666667,1.2,2.1013333333333333,0.5566666666666666
2023-07-31 17:00:00+00:00,31.038999999999998,1.0379,0.36343333333333333,16.759033333333335,1181.4085,100.0,2.0,1.1333333333333333,1.16,0.4723333333333333
2023-07-31 18:00:00+00:00,42.70596666666667,0.19853333333333334,0.04413333333333334,16.8019,1396.1573333333333,100.0,1.1666666666666667,1.5,0.6246666666666666,0.3813333333333333
2023-07-31 19:00:00+00:00,42.34786666666667,0.4604,0.007,16.7808,2010.0136333333332,100.0,1.4333333333333333,1.9333333333333333,2.8713333333333333,0.9253333333333333
2023-07-31 20:00:00+00:00,31.065533333333335,0.21006666666666668,0.007,16.706566666666667,1129.3963,100.0,1.7333333333333334,1.0,2.4473333333333334,0.437
2023-07-31 21:00:00+00:00,31.1379,0.25643333333333335,0.043166666666666666,16.725733333333334,1191.3882999999998,100.0,1.2333333333333334,1.9,2.865666666666667,0.7443333333333333
2023-07-31 22:00:00+00:00,31.030566666666665,0.48006666666666664,0.04703333333333334,16.7272,1265.7673333333332,100.0,1.8,1.1,1.761,0.6306666666666666
2023-07-31 23:00:00+00:00,31.186100000000003,0.19873333333333335,0.007,16.6949,1274.6135666666667,100.0,1.0666666666666667,1.8666666666666667,1.4713333333333334,0.7536666666666666
